seqnames	start	end	width	strand	gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	control_mean_psi	tdp43kd_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	lsv_junc	ir_start	ir_end	paste_into_igv_junction	junc_dist	strand_start	transcript_id_start	exon_name_start	exon_rank_start	gene_id_start	strand_end	transcript_id_end	exon_name_end	exon_rank_end	gene_id_end	gene_id_junc	junc_in_ref	junc_cat
chr17	81559416	81563921	4506	-	NPLOC4	ENSG00000182446.15	ENSG00000182446.15:s:81563921-81563979	0.127	0.7197	0.01602	0.0146	0.1583	s|1e1.1o1|i	2	2	0	ENSG00000182446.15:s:81563921-81563979_81559416-81563921	81563569	81563920	chr17:81559416-81563921	4505	-	ENST00000331134.11|ENST00000705719.1|ENST00000572760.5|ENST00000574964.1|ENST00000572346.5|ENST00000573519.5|ENST00000573876.1|ENST00000571714.5|ENST00000572824.1|ENST00000573212.5|ENST00000576713.6	ENSE00001292174.8|ENSE00002653028.1|ENSE00002666614.1|ENSE00002668984.1|ENSE00002681217.1|ENSE00002653271.1|ENSE00002648266.1|ENSE00002653787.1|ENSE00002644902.1|ENSE00003695100.1	17|3|2|5|6	ENSG00000182446.15	-	ENST00000573519.5	ENSE00002683940.1	4	ENSG00000182446.15	ENSG00000182446.15	TRUE	annotated
chr4	7650856	7654134	3279	+	SORCS2	ENSG00000184985.16	ENSG00000184985.16:t:7654134-7654207	0.3899	1	3.754e-13	0.0029	0.4091	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000184985.16:t:7654134-7654207_7650856-7654134	NA	NA	chr4:7650856-7654134	3278						+	ENST00000507866.6|ENST00000511199.1|ENST00000329016.10	ENSE00003502301.1|ENSE00003530666.1	5|4	ENSG00000184985.16	ENSG00000184985.16	FALSE	novel_donor
chr14	105241414	105247071	5658	-	BRF1	ENSG00000185024.18	ENSG00000185024.18:t:105241265-105242605	0.1391	0.7528	0.01988	0.0472	0.198	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o2|1e6.2o2|i	8	7	0	ENSG00000185024.18:t:105241265-105242605_105241414-105247071	NA	NA	chr14:105241414-105247071	5657	-	ENST00000392557.8|ENST00000379937.6|ENST00000547530.7|ENST00000551787.5|ENST00000619151.4|ENST00000327359.7|ENST00000440513.7|ENST00000552127.5|ENST00000546417.5|ENST00000550208.1|ENST00000550375.1	ENSE00003670213.1|ENSE00003587588.1|ENSE00002326866.1	2|5|6|3	ENSG00000185024.18	-	ENST00000392557.8|ENST00000551787.5	ENSE00001512367.2|ENSE00002230764.1	1	ENSG00000185024.18	ENSG00000185024.18	TRUE	annotated
chr20	19681991	19683910	1920	+	SLC24A3	ENSG00000185052.13	ENSG00000185052.13:s:19681858-19681991	0.1022	0.5245	0.04728	0.0086	0.129	s|1e1.1o2|1e1.2o2|1e2.1o1|i	4	3	1	ENSG00000185052.13:s:19681858-19681991_19681991-19683910	19681992	19683909	chr20:19681991-19683910	1919	+	ENST00000328041.11	ENSE00001304840.1	10	ENSG00000185052.13						ENSG00000185052.13	FALSE	novel_acceptor
chr20	19681991	19683913	1923	+	SLC24A3	ENSG00000185052.13	ENSG00000185052.13:s:19681858-19681991	0.2003	0.989	1.481e-06	0.0143	0.2258	s|1e1.1o2|1e1.2o2|1e2.1o1|i	4	3	1	ENSG00000185052.13:s:19681858-19681991_19681991-19683913	NA	NA	chr20:19681991-19683913	1922	+	ENST00000328041.11	ENSE00001304840.1	10	ENSG00000185052.13						ENSG00000185052.13	FALSE	novel_acceptor
chr20	19683960	19684176	217	+	SLC24A3	ENSG00000185052.13	ENSG00000185052.13:t:19684176-19684336	0.3091	1	5.36e-15	0.0221	0.327	t|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000185052.13:t:19684176-19684336_19683960-19684176	NA	NA	chr20:19683960-19684176	216						+	ENST00000328041.11	ENSE00001320557.2	11	ENSG00000185052.13	ENSG00000185052.13	FALSE	novel_donor
chr21	39509027	39515088	6062	+	SH3BGR	ENSG00000185437.16	ENSG00000185437.16:s:39508998-39509027	0.4359	1	2.007e-20	0.0215	0.4489	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000185437.16:s:39508998-39509027_39509027-39515088	NA	NA	chr21:39509027-39515088	6061	+	ENST00000647779.1|ENST00000648253.1|ENST00000380637.7|ENST00000380634.5|ENST00000458295.5|ENST00000440288.6|ENST00000380631.5|ENST00000333634.10|ENST00000452550.5|ENST00000423596.5|ENST00000698170.1	ENSE00003831663.1|ENSE00003837757.1|ENSE00001291003.1	7|12|5|4|3	ENSG00000285815.1|ENSG00000185437.16	+	ENST00000647779.1|ENST00000648253.1|ENST00000380637.7|ENST00000380634.5|ENST00000458295.5|ENST00000380631.5|ENST00000333634.10|ENST00000452550.5|ENST00000698170.1|ENST00000447939.1	ENSE00003837627.1|ENSE00003837376.1|ENSE00003616304.1|ENSE00001485691.1|ENSE00001674565.1|ENSE00001485685.1|ENSE00003918592.1|ENSE00003523025.1	9|14|7|6|5|2	ENSG00000285815.1|ENSG00000185437.16	ENSG00000285815.1|ENSG00000185437.16	FALSE	ambig_gene
chr21	39509027	39515088	6062	+	SH3BGR	ENSG00000185437.16	ENSG00000185437.16:t:39515088-39515506	0.3478	1	2.304e-20	0.0166	0.3594	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	1	ENSG00000185437.16:t:39515088-39515506_39509027-39515088	NA	NA	chr21:39509027-39515088	6061	+	ENST00000647779.1|ENST00000648253.1|ENST00000380637.7|ENST00000380634.5|ENST00000458295.5|ENST00000440288.6|ENST00000380631.5|ENST00000333634.10|ENST00000452550.5|ENST00000423596.5|ENST00000698170.1	ENSE00003831663.1|ENSE00003837757.1|ENSE00001291003.1	7|12|5|4|3	ENSG00000285815.1|ENSG00000185437.16	+	ENST00000647779.1|ENST00000648253.1|ENST00000380637.7|ENST00000380634.5|ENST00000458295.5|ENST00000380631.5|ENST00000333634.10|ENST00000452550.5|ENST00000698170.1|ENST00000447939.1	ENSE00003837627.1|ENSE00003837376.1|ENSE00003616304.1|ENSE00001485691.1|ENSE00001674565.1|ENSE00001485685.1|ENSE00003918592.1|ENSE00003523025.1	9|14|7|6|5|2	ENSG00000285815.1|ENSG00000185437.16	ENSG00000285815.1|ENSG00000185437.16	FALSE	ambig_gene
chr11	58616815	58616993	179	+	ZFP91	ENSG00000186660.15	ENSG00000186660.15:s:58616716-58616815	0.1941	0.9972	2.644e-09	0.0023	0.2165	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000186660.15:s:58616716-58616815_58616815-58616993	NA	NA	chr11:58616815-58616993	178	+	ENST00000316059.7|ENST00000389919.8|ENST00000422974.2	ENSE00003564273.1|ENSE00003550905.1	10|8	ENSG00000186660.15|ENSG00000255073.8						ENSG00000186660.15|ENSG00000255073.8	FALSE	ambig_gene
chr11	58617054	58617196	143	+	ZFP91	ENSG00000186660.15	ENSG00000186660.15:t:58617196-58621550	0.2511	1	1.095e-15	0.0024	0.2723	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000186660.15:t:58617196-58621550_58617054-58617196	NA	NA	chr11:58617054-58617196	142						+	ENST00000316059.7|ENST00000389919.8|ENST00000422974.2	ENSE00001254942.5|ENSE00002691833.1	11|9	ENSG00000186660.15|ENSG00000255073.8	ENSG00000186660.15|ENSG00000255073.8	FALSE	ambig_gene
chr4	108819898	108824174	4277	-	COL25A1	ENSG00000188517.17	ENSG00000188517.17:s:108823876-108824227	0.1047	0.545	0.05579	0.0465	0.1521	s|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0	ENSG00000188517.17:s:108823876-108824227_108819898-108824174	108819899	108823875	chr4:108819898-108824174	4276	-	ENST00000642955.1|ENST00000494183.5	ENSE00003815004.1|ENSE00001915610.1	37|34	ENSG00000188517.17	-	ENST00000399132.6|ENST00000642955.1|ENST00000494183.5|ENST00000512961.5|ENST00000505377.1	ENSE00003689459.1|ENSE00003678895.1|ENSE00002085661.1	35|36|33|1|4	ENSG00000188517.17	ENSG00000188517.17	TRUE	annotated
chr12	131992230	132005077	12848	+	EP400	ENSG00000183495.15	ENSG00000183495.15:s:131992173-131992230	0.166	0.9928	4.165e-10	0.0018	0.1894	s|1e1.1o1|1e2.1o1|i	3	3	1	ENSG00000183495.15:s:131992173-131992230_131992230-132005077	NA	NA	chr12:131992230-132005077	12847	+	ENST00000389561.7|ENST00000333577.8|ENST00000703283.1	ENSE00001298875.1	11|12|10	ENSG00000183495.15	+	ENST00000389561.7	ENSE00001290726.1	13	ENSG00000183495.15	ENSG00000183495.15	FALSE	novel_exon_skip
chr12	131992230	132005077	12848	+	EP400	ENSG00000183495.15	ENSG00000183495.15:t:132005077-132005184	0.3329	1	2.332e-20	0.0025	0.3482	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000183495.15:t:132005077-132005184_131992230-132005077	NA	NA	chr12:131992230-132005077	12847	+	ENST00000389561.7|ENST00000333577.8|ENST00000703283.1	ENSE00001298875.1	11|12|10	ENSG00000183495.15	+	ENST00000389561.7	ENSE00001290726.1	13	ENSG00000183495.15	ENSG00000183495.15	FALSE	novel_exon_skip
chr22	38145653	38148493	2841	-	PLA2G6	ENSG00000184381.20	ENSG00000184381.20:t:38145438-38145653	0.1806	0.8083	0.01413	0.0021	0.2338	t|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e3.1o1|1e4.1o1|1e5.1o1	7	6	0	ENSG00000184381.20:t:38145438-38145653_38145653-38148493	NA	NA	chr22:38145653-38148493	2840	-	ENST00000663895.1|ENST00000332509.8|ENST00000335539.7|ENST00000402064.5|ENST00000668499.1|ENST00000664587.1|ENST00000655142.1|ENST00000660610.1|ENST00000665987.1|ENST00000667521.1|ENST00000673413.1|ENST00000671093.1|ENST00000668949.1|ENST00000436218.6|ENST00000427114.6|ENST00000668208.1|ENST00000471636.5|ENST00000479641.5|ENST00000445591.5|ENST00000452972.1|ENST00000447598.6|ENST00000435484.5|ENST00000417303.6|ENST00000455341.2	ENSE00003510284.1|ENSE00003584039.1|ENSE00001955585.1|ENSE00001634866.1|ENSE00001639874.1|ENSE00001699273.1|ENSE00001722632.2	3|4|2	ENSG00000184381.20	-	ENST00000668499.1|ENST00000673413.1|ENST00000447598.6|ENST00000435484.5|ENST00000417303.6|ENST00000420435.5	ENSE00003539247.1|ENSE00003578122.1	3	ENSG00000184381.20	ENSG00000184381.20	TRUE	annotated
chrX	155072343	155073374	1032	+	BRCC3	ENSG00000185515.16	ENSG00000185515.16:t:155073374-155073431	0.1109	0.5884	0.05139	0.0463	0.1694	t|1e1.2o2|1e2.1o1|2e2.1o1	3	3	0	ENSG00000185515.16:t:155073374-155073431_155072343-155073374	NA	NA	chrX:155072343-155073374	1031	+	ENST00000340647.8|ENST00000369459.6|ENST00000369462.5|ENST00000330045.12	ENSE00001761409.1	2	ENSG00000185515.16	+	ENST00000340647.8|ENST00000453705.1	ENSE00003497094.1|ENSE00003465240.1	3|2	ENSG00000185515.16	ENSG00000185515.16	TRUE	annotated
chr16	21847541	21879378	31838	-	NPIPB4	ENSG00000185864.18	ENSG00000185864.18:s:21879338-21879457	0.1074	0.5458	0.05966	0.0421	0.174	s|1e1.1o1|1e2.1o1|1e3.1o1|2e2.1o1	4	4	1	ENSG00000185864.18:s:21879338-21879457_21847541-21879378	NA	NA	chr16:21847541-21879378	31837	-	ENST00000415645.6|ENST00000682606.1|ENST00000542133.5|ENST00000614197.4|ENST00000539318.5|ENST00000341400.11|ENST00000518761.8|ENST00000543654.1|ENST00000520808.6|ENST00000542338.1|ENST00000539191.1|ENST00000536041.5|ENST00000529969.1	ENSE00003586296.1|ENSE00003516008.1|ENSE00002273705.1|ENSE00002256426.1|ENSE00002216527.1|ENSE00002184354.1	2|3|4|5	ENSG00000185864.18	-	ENST00000538859.1	ENSE00002307754.1	3	ENSG00000185864.18	ENSG00000185864.18	FALSE	novel_combo
chr13	113992184	113992485	302	-	RASA3	ENSG00000185989.11	ENSG00000185989.11:s:113992485-113992588	0.2105	0.996	2.508e-07	0.002	0.2393	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000185989.11:s:113992485-113992588_113992184-113992485	NA	NA	chr13:113992184-113992485	301						-	ENST00000334062.8	ENSE00001334926.1	22	ENSG00000185989.11	ENSG00000185989.11	FALSE	novel_acceptor
chr19	36572392	36573043	652	-	ZNF529	ENSG00000186020.13	ENSG00000186020.13:t:36572333-36572392	0.4111	1	8.981e-10	0.0053	0.4267	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	1	ENSG00000186020.13:t:36572333-36572392_36572392-36573043	NA	NA	chr19:36572392-36573043	651	-	ENST00000591340.6|ENST00000334116.7|ENST00000585983.5	ENSE00003497591.1|ENSE00003564786.1	2|3	ENSG00000186020.13						ENSG00000186020.13	FALSE	novel_donor
chr3	56206362	56296019	89658	-	ERC2	ENSG00000187672.15	ENSG00000187672.15:s:56296019-56296435	0.1097	0.6081	0.009547	7e-04	0.1303	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000187672.15:s:56296019-56296435_56206362-56296019	NA	NA	chr3:56206362-56296019	89657						-	ENST00000288221.11|ENST00000492584.3|ENST00000460849.5	ENSE00001373167.1	3	ENSG00000187672.15	ENSG00000187672.15	FALSE	novel_acceptor
chr7	579378	584507	5130	-	PRKAR1B	ENSG00000188191.16	ENSG00000188191.16:s:584508-584568	0.2047	0.9823	2.564e-05	0.0021	0.2289	s|1e1.1o1|i	2	2	1	ENSG00000188191.16:s:584508-584568_579378-584507	NA	NA	chr7:579378-584507	5129												FALSE	none
chr2	131230906	131239278	8373	+	POTEE	ENSG00000188219.16	ENSG00000188219.16:t:131239278-131239444	0.102	0.5018	0.07433	0.0062	0.1375	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000188219.16:t:131239278-131239444_131230906-131239278	NA	NA	chr2:131230906-131239278	8372	+	ENST00000683005.1|ENST00000356920.9|ENST00000358087.9|ENST00000514256.5|ENST00000626191.1	ENSE00003738635.1	9|6	ENSG00000188219.16	+	ENST00000683005.1|ENST00000356920.9|ENST00000358087.9|ENST00000514256.5|ENST00000626191.1	ENSE00003461019.1|ENSE00003687646.1|ENSE00003610880.1	12|9|8|7	ENSG00000188219.16	ENSG00000188219.16	TRUE	annotated
chr22	44147922	44157982	10061	+	PARVB	ENSG00000188677.15	ENSG00000188677.15:t:44157982-44158083	0.4691	1	3.841e-15	0.0423	0.5067	t|1e1.1o1|1e2.1o1	2	3	0	ENSG00000188677.15:t:44157982-44158083_44147922-44157982	NA	NA	chr22:44147922-44157982	10060	+	ENST00000406477.7|ENST00000338758.12|ENST00000619710.4|ENST00000404989.1	ENSE00001797593.1	10|9	ENSG00000188677.15	+	ENST00000406477.7|ENST00000338758.12|ENST00000619710.4|ENST00000404989.1	ENSE00001738801.1	12|11|10	ENSG00000188677.15	ENSG00000188677.15	TRUE	annotated
chr10	5077977	5080746	2770	+	AKR1C3	ENSG00000196139.14	ENSG00000196139.14:s:5077638-5077977	0.134	0.756	0.01387	0.0118	0.1644	s|1e1.1o1|1e2.1o1	2	3	0	ENSG00000196139.14:s:5077638-5077977_5077977-5080746	NA	NA	chr10:5077977-5080746	2769	+	ENST00000470862.6|ENST00000480822.5|ENST00000602997.5|ENST00000605149.5	ENSE00001889782.1|ENSE00003591790.1|ENSE00003652710.1	2|1	ENSG00000196139.14	+	ENST00000470862.6|ENST00000480822.5	ENSE00001872164.1	3	ENSG00000196139.14	ENSG00000196139.14	TRUE	annotated
chr7	98881250	98881695	446	+	TRRAP	ENSG00000196367.15	ENSG00000196367.15:s:98881090-98881250	0.5004	1	1.784e-20	0.001	0.51	s|1e1.1o1|1e2.1o1	2	3	1	ENSG00000196367.15:s:98881090-98881250_98881250-98881695	NA	NA	chr7:98881250-98881695	445	+	ENST00000417523.5|ENST00000446306.8|ENST00000355540.7|ENST00000359863.8|ENST00000456197.2|ENST00000704587.1	ENSE00001130521.1	3|2	ENSG00000196367.15						ENSG00000196367.15	FALSE	novel_acceptor
chr7	98881736	98881975	240	+	TRRAP	ENSG00000196367.15	ENSG00000196367.15:t:98881975-98882024	0.4562	1	1.933e-20	0.001	0.4665	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000196367.15:t:98881975-98882024_98881736-98881975	NA	NA	chr7:98881736-98881975	239						+	ENST00000417523.5|ENST00000446306.8|ENST00000355540.7|ENST00000359863.8|ENST00000456197.2|ENST00000704587.1	ENSE00002527984.1	4|3	ENSG00000196367.15	ENSG00000196367.15	FALSE	novel_donor
chr12	124473131	124479597	6467	-	NCOR2	ENSG00000196498.14	ENSG00000196498.14:t:124472952-124473131	0.1179	0.6793	0.005885	0.0098	0.1412	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1	ENSG00000196498.14:t:124472952-124473131_124473131-124479597	NA	NA	chr12:124473131-124479597	6466	-	ENST00000404621.5|ENST00000405201.6|ENST00000429285.6|ENST00000458234.5|ENST00000420698.5|ENST00000542927.5|ENST00000448008.1	ENSE00003636199.1	5|6|2	ENSG00000196498.14						ENSG00000196498.14	FALSE	novel_donor
chr12	124473131	124476659	3529	-	NCOR2	ENSG00000196498.14	ENSG00000196498.14:t:124472952-124473131	0.1128	0.6328	0.01405	0.0111	0.1394	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1	ENSG00000196498.14:t:124472952-124473131_124473131-124476659	NA	NA	chr12:124473131-124476659	3528	-	ENST00000404621.5|ENST00000405201.6|ENST00000429285.6|ENST00000458234.5|ENST00000420698.5|ENST00000542927.5|ENST00000448008.1	ENSE00003636199.1	5|6|2	ENSG00000196498.14						ENSG00000196498.14	FALSE	novel_donor
chrX	49076750	49077837	1088	-	WDR45	ENSG00000196998.19	ENSG00000196998.19:s:49077837-49077911	0.1148	0.6295	0.03213	0.0216	0.147	s|1e1.1o1|2e1.1o1|2e2.1o1|2e3.1o2|2e3.2o2|2e4.1o1|2e5.2o2	7	6	0	ENSG00000196998.19:s:49077837-49077911_49076750-49077837	NA	NA	chrX:49076750-49077837	1087	-	ENST00000376372.9|ENST00000634944.1|ENST00000634838.1|ENST00000322995.13|ENST00000485908.6|ENST00000367375.8|ENST00000473974.5|ENST00000396681.9|ENST00000635666.1|ENST00000419567.7|ENST00000471338.6|ENST00000476728.5|ENST00000465382.6|ENST00000635329.1	ENSE00001470345.1|ENSE00003789612.1	5|4|2	ENSG00000196998.19	-	ENST00000376358.4|ENST00000376372.9|ENST00000634944.1|ENST00000635003.1|ENST00000634838.1|ENST00000634559.1|ENST00000322995.13|ENST00000356463.7|ENST00000485908.6|ENST00000473974.5|ENST00000376368.7|ENST00000396681.9|ENST00000634736.1|ENST00000635666.1|ENST00000475880.6|ENST00000635344.1|ENST00000419567.7|ENST00000634522.1|ENST00000474053.6|ENST00000423215.3|ENST00000471338.6|ENST00000476728.5|ENST00000465382.6|ENST00000634849.1|ENST00000465431.6|ENST00000496803.6|ENST00000376357.1|ENST00000634390.1	ENSE00003869129.1|ENSE00003888175.1|ENSE00003507906.1|ENSE00003592838.1	3|4|2	ENSG00000288053.1|ENSG00000196998.19	ENSG00000196998.19|ENSG00000288053.1	TRUE	annotated
chr7	151028610	151034273	5664	+	ABCB8	ENSG00000197150.13	ENSG00000197150.13:s:151028422-151028610	0.1027	0.5302	0.06377	0.0209	0.1429	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1	7	7	0	ENSG00000197150.13:s:151028422-151028610_151028610-151034273	NA	NA	chr7:151028610-151034273	5663	+	ENST00000542328.5|ENST00000461373.5|ENST00000482309.5|ENST00000489192.5|ENST00000471796.5|ENST00000462605.5|ENST00000466956.5|ENST00000470645.5|ENST00000297504.10|ENST00000466514.5|ENST00000358849.9|ENST00000498578.5|ENST00000477719.5|ENST00000477092.5|ENST00000472698.1|ENST00000488551.5	ENSE00003468555.2|ENSE00001765274.1|ENSE00001820396.1|ENSE00001868518.1|ENSE00003647270.1|ENSE00003499684.1|ENSE00001088206.2|ENSE00001830537.1|ENSE00001951698.1|ENSE00001953536.1|ENSE00001868257.1	1	ENSG00000197150.13	+	ENST00000542328.5|ENST00000482309.5|ENST00000489192.5|ENST00000466956.5|ENST00000297504.10|ENST00000466514.5|ENST00000358849.9|ENST00000498578.5|ENST00000477719.5|ENST00000477092.5|ENST00000488551.5|ENST00000493338.1	ENSE00003576834.1|ENSE00003533071.1|ENSE00003588519.1|ENSE00001823196.1	2|4|3	ENSG00000197150.13	ENSG00000197150.13	TRUE	annotated
chr7	151028610	151034273	5664	+	ABCB8	ENSG00000197150.13	ENSG00000197150.13:t:151034273-151034428	0.1757	0.8542	0.008547	0.0323	0.2309	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0	ENSG00000197150.13:t:151034273-151034428_151028610-151034273	NA	NA	chr7:151028610-151034273	5663	+	ENST00000542328.5|ENST00000461373.5|ENST00000482309.5|ENST00000489192.5|ENST00000471796.5|ENST00000462605.5|ENST00000466956.5|ENST00000470645.5|ENST00000297504.10|ENST00000466514.5|ENST00000358849.9|ENST00000498578.5|ENST00000477719.5|ENST00000477092.5|ENST00000472698.1|ENST00000488551.5	ENSE00003468555.2|ENSE00001765274.1|ENSE00001820396.1|ENSE00001868518.1|ENSE00003647270.1|ENSE00003499684.1|ENSE00001088206.2|ENSE00001830537.1|ENSE00001951698.1|ENSE00001953536.1|ENSE00001868257.1	1	ENSG00000197150.13	+	ENST00000542328.5|ENST00000482309.5|ENST00000489192.5|ENST00000466956.5|ENST00000297504.10|ENST00000466514.5|ENST00000358849.9|ENST00000498578.5|ENST00000477719.5|ENST00000477092.5|ENST00000488551.5|ENST00000493338.1	ENSE00003576834.1|ENSE00003533071.1|ENSE00003588519.1|ENSE00001823196.1	2|4|3	ENSG00000197150.13	ENSG00000197150.13	TRUE	annotated
chr10	133126245	133127233	989	+	ADGRA1	ENSG00000197177.16	ENSG00000197177.16:t:133127233-133127331	0.2675	1	4.232e-12	0.0014	0.2951	t|1e1.1o1|1e2.1o1	2	3	1	ENSG00000197177.16:t:133127233-133127331_133126245-133127233	NA	NA	chr10:133126245-133127233	988						+	ENST00000392607.8|ENST00000392606.2	ENSE00002494549.1	6|3	ENSG00000197177.16	ENSG00000197177.16	FALSE	novel_donor
chrX	1595533	1599191	3659	+	AKAP17A	ENSG00000197976.12	ENSG00000197976.12:s:1595384-1595532	0.1203	0.6178	0.04028	0.0198	0.1534	s|1e1.1o1|i	2	2	1	ENSG00000197976.12:s:1595384-1595532_1595533-1599191	NA	NA	chrX:1595533-1599191	3658												FALSE	none
chr10	49982412	49987165	4754	+	AGAP6	ENSG00000204149.16	ENSG00000204149.16:s:49982190-49982412	0.102	0.511	0.06593	0.0161	0.1397	s|1e1.1o1|i	2	2	0	ENSG00000204149.16:s:49982190-49982412_49982412-49987165	49982413	49987164	chr10:49982412-49987165	4753	+	ENST00000618025.4	ENSE00003730167.1	1	ENSG00000204149.16	+	ENST00000651763.1|ENST00000651208.1|ENST00000618025.4	ENSE00003890117.1|ENSE00003894829.1	9|10|2	ENSG00000178440.9|ENSG00000204149.16	ENSG00000204149.16|ENSG00000178440.9	TRUE	annotated
chr3	9391826	9398647	6822	-	THUMPD3-AS1	ENSG00000206573.11	ENSG00000206573.11:t:9391347-9391904	0.1319	0.7495	0.01439	0.0481	0.1877	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o2|1e6.2o2|1e7.1o2|1e7.2o2|i	10	8	1	ENSG00000206573.11:t:9391347-9391904_9391826-9398647	9391905	9393987	chr3:9391826-9398647	6821	-	ENST00000661342.1|ENST00000519043.5|ENST00000687342.1|ENST00000685076.2|ENST00000521609.5|ENST00000702536.1|ENST00000702696.1|ENST00000685952.2|ENST00000654392.1|ENST00000469846.4|ENST00000522525.6|ENST00000664441.2|ENST00000660363.1|ENST00000665983.1|ENST00000661714.1|ENST00000481221.7|ENST00000667458.1|ENST00000520447.1|ENST00000524210.2|ENST00000664273.1|ENST00000521267.5|ENST00000467069.6|ENST00000494680.6|ENST00000689821.1|ENST00000518437.3|ENST00000522221.2|ENST00000489616.1|ENST00000521708.1|ENST00000480904.2|ENST00000498199.1	ENSE00002106602.2|ENSE00001870613.1|ENSE00002098076.1|ENSE00003986719.1|ENSE00003986812.1|ENSE00003859498.1|ENSE00002117590.1|ENSE00002109036.2|ENSE00001863914.3|ENSE00003876346.1|ENSE00002117560.2|ENSE00002093451.1|ENSE00002133952.1|ENSE00001856095.1	2|3	ENSG00000206573.11						ENSG00000206573.11	FALSE	novel_donor
chr1	42842916	42843404	489	-	ZNF691-DT	ENSG00000228192.10	ENSG00000228192.10:s:42843404-42843450	0.1183	0.5772	0.04408	0.0489	0.194	s|1e1.1o1|i	2	2	0	ENSG00000228192.10:s:42843404-42843450_42842916-42843404	42842917	42843403	chr1:42842916-42843404	488	-	ENST00000659750.1|ENST00000444563.7|ENST00000425076.1	ENSE00001718258.1	4	ENSG00000228192.10	-	ENST00000659750.1|ENST00000444563.7|ENST00000425076.1	ENSE00001725374.1	3	ENSG00000228192.10	ENSG00000228192.10	TRUE	annotated
chr1	42843450	42844511	1062	-	ZNF691-DT	ENSG00000228192.10	ENSG00000228192.10:s:42844511-42844684	0.1238	0.6493	0.03409	0.0183	0.1667	s|1e1.1o1|i	2	2	0	ENSG00000228192.10:s:42844511-42844684_42843450-42844511	42843451	42844510	chr1:42843450-42844511	1061	-	ENST00000659750.1|ENST00000444563.7|ENST00000425076.1	ENSE00001725374.1	3	ENSG00000228192.10	-	ENST00000659750.1|ENST00000444563.7|ENST00000425076.1	ENSE00001626045.1|ENSE00001767691.1	2	ENSG00000228192.10	ENSG00000228192.10	TRUE	annotated
chr2	39474627	39516414	41788	+	MAP4K3-DT	ENSG00000231312.8	ENSG00000231312.8:t:39516414-39517152	0.1001	0.4896	0.07282	0.0457	0.161	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0	ENSG00000231312.8:t:39516414-39517152_39474627-39516414	NA	NA	chr2:39474627-39516414	41787	+	ENST00000668952.1	ENSE00001779302.2	4	ENSG00000231312.8	+	ENST00000659562.1|ENST00000426083.5|ENST00000667600.1|ENST00000443038.1|ENST00000451547.2|ENST00000671403.1|ENST00000658319.1|ENST00000658048.1|ENST00000446698.6|ENST00000422128.6|ENST00000449569.6|ENST00000670934.1|ENST00000425775.2|ENST00000658057.1|ENST00000662313.1|ENST00000668952.1|ENST00000438649.5	ENSE00001717788.1|ENSE00001751793.1|ENSE00001715699.2	4|2|5	ENSG00000231312.8	ENSG00000231312.8	TRUE	annotated
chr19	38536070	38537880	1811	+	RYR1	ENSG00000196218.14	ENSG00000196218.14:s:38535997-38536070	0.1544	0.9946	2.63e-08	0.0395	0.1849	s|1e1.1o1|1e2.1o1|i	3	3	0	ENSG00000196218.14:s:38535997-38536070_38536070-38537880	NA	NA	chr19:38536070-38537880	1810	+	ENST00000359596.8|ENST00000355481.8|ENST00000594335.5|ENST00000596431.5	ENSE00003531559.1|ENSE00003606127.1	82|81|41|4	ENSG00000196218.14	+	ENST00000359596.8|ENST00000355481.8|ENST00000594335.5|ENST00000596431.5|ENST00000593322.1|ENST00000688602.1|ENST00000689936.1	ENSE00003649416.1|ENSE00003626764.1|ENSE00003665542.1	84|83|42|5|4|2|1	ENSG00000196218.14	ENSG00000196218.14	TRUE	annotated
